PARAMETER1,PARAMTER2,PARAMETER3,Site_ID
730477.2275,681928.3273,2984802.988,SIteid2773
653627.3766,378478.5518,1898694.496,SIteid2776
557015.2227,428694.6199,1545923.187,SIteid2777
783465.7073,467931.2829,2559680.815,SIteid2778
423004.8126,380373.2996,1320400.6809999999,SIteid2780
520302.6882,450873.6444,1884305.875,SIteid2781
792062.6946,558807.6954,1867689.303,SIteid2784
781306.2708,738627.5902,3218961.222,SIteid2785
408004.8075,391223.2465,1334308.598,SIteid2786
599626.264,542467.8186,1523723.23,SIteid2790
551445.2986,269564.6088,1020641.05,SIteid2794
520600.3378,452648.1503,2108955.938,SIteid2797
959432.3838,791542.3138,2399913.444,SIteid2798
211419.09399999998,171304.1921,478004.4777,SIteid2799
714716.8609,635513.3511,1855889.2869999998,SIteid2802
722108.4474,607230.6452,2585746.668,SIteid2804
769610.0636,431253.2637,1738792.3180000002,SIteid2805
510488.8458,358842.8964,1531561.3969999999,SIteid2806
1089088.861,1029761.98,4844830.385,SIteid2812
997240.3641,672255.4921,4077755.463,SIteid2813
1014512.8690000001,726005.3978,5172707.367,SIteid2817
965127.6158,816470.7829999999,4053772.107,SIteid2830
324000.1679,268224.88300000003,552036.3813,SIteid2831
791935.2744,620888.4882,3734583.909,SIteid2832
1007211.945,765566.4294,2926031.895,SIteid2833
575380.4292,430586.4524,1836529.427,SIteid2834
925818.4432,548128.1854,2633351.203,SIteid2836
788523.2579,596337.5546,2808493.5539999995,SIteid2840
961652.8628,799019.7438,3900392.2180000003,SIteid2841
266808.88300000003,202225.8828,909870.0046,SIteid2843
465020.9234,333989.56,937758.8455,SIteid2844
323925.2681,268284.8898,1074588.898,SIteid2847
922825.7324,748677.8148,2761508.434,SIteid2848
335973.2607,332913.8081,742254.3996,SIteid2849
900343.3527,413966.084,1970575.841,SIteid2850
802434.4858,513421.3931,2138967.631,SIteid2852
1031552.579,837726.8897,3278346.084,SIteid2853
129043.4798,105965.3817,78821.74552000001,SIteid2854
382933.4628,318803.4602,1413987.689,SIteid2856
908286.7033,749665.5005,1863883.003,SIteid2857
457446.4291,430414.7731,2011128.336,SIteid2861
991656.6442,687147.0631,2460167.627,SIteid2862
1186532.1609999998,941104.9066,3196974.639,SIteid2863
493508.9408,346395.4831,616258.4014,SIteid2865
1585808.77,1113488.886,4286798.027,SIteid2871
601328.964,482608.3797,2200820.466,SIteid2872
589591.9554,504693.7941,1728745.0,SIteid2874
420170.3032,369912.0598,1042609.8409999999,SIteid2875
637932.3274,421137.1056,1229950.295,SIteid2877
866119.4669,712130.8570000001,3867892.873,SIteid2878
733715.6809,587777.2485,1963336.9919999999,SIteid2885
578055.578,484053.8992,1496818.096,SIteid2886
1395078.009,1299003.408,5548003.982999999,SIteid2888
1083391.509,617001.9042,2337207.425,SIteid2889
502913.43100000004,372078.8918,1758432.4009999998,SIteid2894
489181.5353,409491.8683,1662522.767,SIteid2895
278517.7414,215510.4417,910348.4841,SIteid2896
937556.1767,495952.9624,2153653.244,SIteid2897
743060.9522,672021.944,2678306.441,SIteid2898
780781.1336,575314.5574,3466567.228,SIteid2900
440175.024,386112.3251,1809568.5259999998,SIteid2901
1260969.627,936857.2681,2904801.164,SIteid2904
603165.6267,451690.0696,1849388.064,SIteid2908
338874.1022,326571.6988,1304236.142,SIteid2909
503954.532,465977.4996,1409680.0580000002,SIteid2915
686493.6703,567796.5072,2382021.014,SIteid2916
417337.8082,402948.6183,1051175.7079999999,SIteid2917
334366.6381,301934.5833,1773296.718,SIteid2920
217023.8617,201545.0163,835429.0038,SIteid2921
529988.5542,381815.0759,1550138.645,SIteid2923
600621.1687,575010.1717,2776054.789,SIteid2925
592903.6021,506126.2433,2008702.8190000001,SIteid2926
373115.7906,215771.0092,827539.5422,SIteid2927
1055955.115,730545.0817,2407069.1890000002,SIteid2930
706870.2419,567877.6429,3242388.9280000003,SIteid2937
741959.566,553284.7628,1878687.12,SIteid2939
375855.7534,318111.6307,1409219.5790000001,SIteid2943
628970.2952,511948.1119,1708133.456,SIteid2945
854633.9897,657578.2967,3409552.2339999997,SIteid2946
1908053.2040000001,1529544.174,7133272.797,SIteid2949
508605.2394,357462.9056,510167.8282,SIteid2950
1646339.854,1070582.4340000001,4013739.332,SIteid2953
742292.8389,562781.2527,2590692.704,SIteid2954
868433.4670000001,841244.3071,2690430.959,SIteid2955
259340.72100000002,242520.8283,743290.1077,SIteid2956
1265224.562,994742.5742,3203733.506,SIteid2958
218730.0221,191459.4337,600012.0254,SIteid2961
816694.7416,626785.1293,1635031.701,SIteid2964
325864.4005,302939.519,1058226.163,SIteid2965
448518.7806,416080.7351,1744030.497,SIteid2966
511161.9705,450093.5046,710405.8789,SIteid2968
264153.2189,169196.9746,547585.4871,SIteid2970
596019.2076,369029.2702,1657295.793,SIteid2977
449902.6381,377678.3289,866465.6623,SIteid2978
779694.0289,664234.5581,3125670.2389999996,SIteid2981
583716.2721,428680.1651,1601763.169,SIteid2982
872469.5658,470093.3996,1970774.0380000002,SIteid2985
124997.4969,112166.724,168938.5222,SIteid2990
324690.3587,302691.338,963849.1395,SIteid2993
759342.1138,521032.6362,1669607.5480000002,SIteid2994
999980.4431,843778.2174,3284852.836,SIteid2995
567226.6352,524487.5907,2199045.563,SIteid2998
526378.6388,478297.9064,1405232.253,SIteid3000
473127.9767,319774.6143,1489140.8730000001,SIteid3002
1364974.7869999998,927671.4482,4634404.216,SIteid3004
611279.2370000001,581806.061,2404687.094,SIteid3005
759365.517,741180.5669,2307505.54,SIteid3007
561844.1218,388083.4216,1762409.716,SIteid3010
742558.2466,615727.189,2371467.226,SIteid3011
992909.1305,672158.5131,2823289.9189999998,SIteid3012
685840.6241,512840.9168,1806062.951,SIteid3013
553197.3871,541964.1446,2156002.165,SIteid3014
766955.9447,648398.1018,3005902.5739999996,SIteid3019
624946.6758,591403.6170000001,1802586.619,SIteid3024
794687.0723,783270.8429,2637401.155,SIteid3025
1000325.191,976864.5459,3960811.756,SIteid3026
287523.3502,225556.6106,1127141.449,SIteid3028
163547.2817,150475.1552,427076.4327,SIteid3029
580231.1675,532695.2065,1057317.769,SIteid3032
852004.7986,699686.8532,3555155.258,SIteid3034
295692.2466,262284.4747,676610.2227,SIteid3035
162072.936,153971.3723,812613.2806,SIteid3037
1146122.814,784109.8614,3355645.041,SIteid3040
124396.5587,112408.8162,172135.8713,SIteid3043
720889.0584,687668.6529999999,2437041.8030000003,SIteid3044
115484.1815,114707.1284,273737.9146,SIteid3048
679400.0724,488081.7059,1705134.629,SIteid3054
391567.0553,356813.3383,1166768.027,SIteid3056
473949.1623,345997.2294,990259.161,SIteid3058
818865.2157,618678.3905,2347152.0640000002,SIteid3060
902865.4365,458441.5415,2067637.389,SIteid3063
875470.4969,844986.1386,2721729.615,SIteid3068
738229.2433,531345.4449,1766161.084,SIteid3072
1038748.122,503105.5764,2634202.292,SIteid3073
767833.2705,604965.1811,3709974.7789999996,SIteid3076
753887.7346,660636.739,1740714.981,SIteid3078
573471.5257,461764.31799999997,1831799.436,SIteid3079
452348.6391,279526.4947,927928.2198,SIteid3081
1439026.7280000001,956113.1353,4051357.788,SIteid3083
570245.954,531552.6923,1488212.9340000001,SIteid3086
398914.7044,382769.6393,1258555.293,SIteid3087
1068209.495,938617.9502,3893297.088,SIteid3088
1325566.4309999999,1124043.808,3439373.535,SIteid3089
1081209.106,808355.7893,3580428.8239999996,SIteid3093
756800.5522,601845.7851,1799996.2280000001,SIteid3100
572016.4027,389564.9524,1596930.66,SIteid3106
349079.2513,288699.9603,1224241.158,SIteid3107
386334.1459,362644.2452,783054.6669,SIteid3108
573676.9032,503540.3535,1456337.46,SIteid3109
430438.5014,387587.5274,1452225.545,SIteid3110
845931.7752,498972.1257,2282362.179,SIteid3114
720604.8381,595979.8179,2931069.387,SIteid3117
715576.3469,592963.9737,1907288.741,SIteid3118
1277149.372,934382.608,4986366.262,SIteid3119
270781.4686,201150.333,537448.2161,SIteid3122
1014094.205,788515.4536,2548022.844,SIteid3123
638660.5403,326002.3704,2078336.695,SIteid3124
391950.3227,361914.4267,1181766.153,SIteid3125
652633.663,597997.2392,1655903.917,SIteid3127
269606.2419,126476.8807,62653.68023,SIteid3128
297082.5064,232942.2712,889918.8737,SIteid3130
949913.1429,742437.9135,4079507.5539999995,SIteid3133
461800.5343,411770.0422,2678254.116,SIteid3134
303117.0045,236650.3564,742866.3308,SIteid3136
698807.6042,516045.2176,2648885.826,SIteid3137
655003.8259,545692.6772,1405243.322,SIteid3139
752612.8968,412067.9945,1436207.86,SIteid3142
273057.4591,224104.8996,838741.4533,SIteid3143
808069.7757,600513.7764,2631769.204,SIteid3145
310607.9228,272056.5121,1310578.0990000002,SIteid3147
1588097.076,1030431.187,5346554.097,SIteid3149
209970.3545,171692.04,526729.8444,SIteid3154
615106.8359,391853.3416,1233373.695,SIteid3160
675404.9925,578487.0179999999,2185101.61,SIteid3163
532256.1248,498360.2756,1480791.73,SIteid3165
671308.3518,617043.295,2188646.84,SIteid3167
599178.2468,588683.7222,1254784.739,SIteid3173
1658137.3909999998,1441289.005,5884642.003,SIteid3175
607264.2043,566463.0102,2746904.376,SIteid3179
620173.8736,427775.7266,1473231.1469999999,SIteid3180
1180361.868,728777.4783,3304963.273,SIteid3181
118504.7556,86505.55557000001,15645.77719,SIteid3186
885802.72,705349.5153,1466662.1940000001,SIteid3187
733223.4033,729086.0339,2770501.064,SIteid3188
697476.0639,542559.3745,1296115.057,SIteid3190
399094.5182,370755.3127,1104292.909,SIteid3193
344029.8979,342285.0587,673489.1615,SIteid3195
815085.9243,595289.2176,2910838.917,SIteid3201
854410.4386,781298.4494,3584470.4060000004,SIteid3203
352722.7088,207116.6501,701690.4292,SIteid3204
770111.9739,735102.7892,2051242.46,SIteid3205
1112767.932,919974.0479,3403735.778,SIteid3206
860505.9936,525538.0693,2571041.812,SIteid3210
821895.1345,769120.1002,3273724.4439999997,SIteid3211
345813.7316,289906.3301,1080897.864,SIteid3213
324063.7944,295962.26399999997,2050391.906,SIteid3227
1762255.261,1270517.511,5125059.606000001,SIteid3229
1019719.565,742813.9469,2496147.543,SIteid3235
349677.2171,209013.7161,707740.8757,SIteid3236
676756.4291,523094.5302,2622857.978,SIteid3237
1340388.603,1030805.212,6046297.51,SIteid3239
1019564.095,737317.2844,3766306.979,SIteid3241
1654617.971,1072335.531,6503371.414,SIteid3242
782017.2545,676681.3902,2084980.352,SIteid3243
462260.5671,306606.768,1110912.779,SIteid3244
119309.3289,92930.09995,325508.0884,SIteid3245
427626.0808,388792.751,840082.3897,SIteid3246
238476.0777,197059.0626,918652.5364,SIteid3250
252073.5781,156421.1083,1084124.34,SIteid3251
601485.8386,516027.161,2279886.096,SIteid3252
600122.3887,382756.2146,1463804.2340000002,SIteid3257
848230.5665,680880.7251,2461713.647,SIteid3258
842374.2311,655692.9201,2466672.839,SIteid3260
418051.2772,370107.7791,1127361.6940000001,SIteid3261
1194468.389,865869.6488,4282787.364,SIteid3265
932548.8161,707854.2375,2847191.312,SIteid3267
1776340.185,1221676.955,5970783.346,SIteid3268
704206.676,429650.6084,1892239.31,SIteid3274
483581.0675,387083.7971,1938181.987,SIteid3276
871299.1336,826236.7202,3250539.793,SIteid3277
573964.4415,458293.2599,1886583.614,SIteid3278
1973578.368,1602384.649,5388124.807999999,SIteid3280
1291013.861,1066702.419,3236561.673,SIteid3281
773719.2136,716182.9089,1971045.858,SIteid3285
483748.981,462675.1564,1251518.1609999998,SIteid3287
1012876.032,606091.24,2498432.562,SIteid3289
619671.1134,390311.3286,1406387.177,SIteid3291
607885.2003,524619.3075,1624371.949,SIteid3294
711624.1971,364594.4165,1656223.575,SIteid3295
854503.5543,780492.3915,2544204.333,SIteid3296
295137.5804,294850.1797,567227.6086,SIteid3297
552586.8364,463090.6722,1843421.481,SIteid3302
683672.3904,456193.2827,2172675.446,SIteid3303
1036999.2629999999,753262.5113,2786740.165,SIteid3304
522625.6255,442216.8723,1352813.5969999998,SIteid3305
878660.1091,768579.8351,2393250.556,SIteid3307
680167.9659,628775.4889,2924780.159,SIteid3310
647539.2279,482232.5565,1647076.189,SIteid3311
276030.3153,217910.9694,1191785.622,SIteid3313
742119.3237,546403.3533,1947566.63,SIteid3314
737839.2411,479100.6095,2134960.981,SIteid3315
745454.8771,561654.25,2461276.212,SIteid3318
2272394.919,1605811.407,6591616.347999999,SIteid3319
828242.4993,688696.8758,3282098.248,SIteid3322
1757767.14,1225247.642,4555318.437,SIteid3324
1034195.245,834189.3382,3726704.9,SIteid3325
204016.9407,183834.2104,607766.6605,SIteid3329
727266.5724,509784.3132,3361571.231,SIteid3330
1173213.119,810786.314,6053073.235,SIteid3334
151922.0603,137027.2495,411792.7973,SIteid3341
486239.648,477821.1732,1486612.3190000001,SIteid3347
543465.4421,509736.7149,1459923.0019999999,SIteid3348
1181331.121,912727.387,4990755.9,SIteid3351
641150.89,537261.4014,1650275.321,SIteid3352
138685.6784,93621.48607,22881.51085,SIteid3353
682076.2788,636532.3931,1547205.071,SIteid3358
317668.5377,288540.252,1045781.447,SIteid3360
224604.8768,172443.1647,347595.1864,SIteid3361
570988.149,539275.7106,1679347.771,SIteid3362
1120105.6,847237.329,3574827.012,SIteid3373
779018.5337,755546.5224,2594350.435,SIteid3376
948476.4492,920839.3703,3503145.705,SIteid3377
287196.3669,263384.9518,1950292.523,SIteid3379
762555.0536,411005.5433,1673744.5559999999,SIteid3380
1178379.4170000001,1009442.594,5350148.603999999,SIteid3381
469119.5971,390800.5605,1825467.7759999998,SIteid3382
747459.5705,573419.976,2913741.497,SIteid3383
655416.5853,607117.1858,889957.3827,SIteid3384
1295756.702,1060521.626,4247264.402,SIteid3385
486218.3991,420576.0711,938462.9378,SIteid3386
393195.5458,320727.7087,1179652.467,SIteid3392
1181162.025,1018117.3640000001,4206224.131,SIteid3393
494568.4459,434615.0703,1518955.6269999999,SIteid3399
816151.8035,742552.0442,2887332.079,SIteid3401
398520.6413,387283.5059,894486.8732,SIteid3406
965864.8264,841048.4445,3605121.125,SIteid3407
1495233.261,1058990.92,7125406.734,SIteid3411
1491982.045,1198002.509,5716286.3889999995,SIteid3412
1294351.487,765996.7483,3178071.917,SIteid3413
587543.3698,416651.1127,1496505.928,SIteid3415
500366.5256,473368.9161,2121623.414,SIteid3416
147200.5998,141721.0579,351350.7743,SIteid3419
1345972.372,708689.5429,4094885.478,SIteid3422
97948.86562000001,92858.56622000001,57002.99965,SIteid3427
1170665.774,1128792.261,5140922.58,SIteid3432
1018400.439,766930.0059,4562492.5139999995,SIteid3433
632067.4092,448986.4073,1598759.581,SIteid3435
516087.2699,323348.7482,1042338.849,SIteid3438
1453206.971,1253769.914,4182763.3660000004,SIteid3439
1262636.9679999999,637840.2517,3153572.6489999997,SIteid3440
652594.7888,608558.6512,1299990.477,SIteid3444
769039.2963,650384.3582,2670616.369,SIteid3448
713123.0221,586420.8337,2488994.701,SIteid3450
475021.6244,384600.3854,1498140.333,SIteid3451
949068.735,630599.9442,4478116.624,SIteid3454
853972.551,665018.0969,2734545.1360000004,SIteid3455
1163433.193,839690.6426,4464373.737,SIteid3456
449550.2829,346111.8081,1037535.187,SIteid3458
1190848.322,700326.8158,3963706.5239999997,SIteid3460
572242.4797,500463.7171,1157021.771,SIteid3461
205575.734,170557.0066,1231490.584,SIteid3462
812023.2981,552703.907,1824677.987,SIteid3465
594606.36,587600.8734,1805933.251,SIteid3471
631368.9793,425832.8448,2219654.172,SIteid3479
349671.15,254293.0677,841227.1612,SIteid3481
878346.8758,595993.0123,2866705.655,SIteid3482
968678.3767,859014.5244,3628570.0739999996,SIteid3486
957410.8528,789382.8494,1911685.494,SIteid3488
165620.5316,135088.9715,305570.1382,SIteid3490
1044923.224,927159.4721,3269015.682,SIteid3493
1054869.216,941812.6277,3576499.099,SIteid3495
1063773.311,768200.7779999999,3929633.623,SIteid3499
650673.5427,457565.38399999996,1795942.3869999999,SIteid3500
519588.6018,493014.7573,1852105.5969999998,SIteid3504
467063.6444,341683.617,1239553.0590000001,SIteid3506
594010.7074,447817.5398,1878635.789,SIteid3507
911441.7425,632023.5522,2160531.711,SIteid3508
607714.3053,540818.3749,1922409.509,SIteid3509
746702.3576,403385.5759,1177108.9579999999,SIteid3511
875084.3941,816293.132,3011828.433,SIteid3515
712629.8887,548896.3827,2230598.546,SIteid3517
794257.5234,640636.7294,2435602.435,SIteid3518
1204826.301,836802.1069,3436943.528,SIteid3519
279640.5539,201576.1152,865623.9342,SIteid3522
460724.732,362749.4751,308049.8311,SIteid3527
1239084.297,903270.8932,5052208.404,SIteid3528
518118.7618,287465.5341,1313585.584,SIteid3529
466173.49700000003,433316.6215,2078150.657,SIteid3530
557895.2298,464200.7339,1417419.8469999998,SIteid3535
234153.0158,188493.7488,503738.2742,SIteid3538
606026.3996,401756.9387,1903260.7280000001,SIteid3540
392994.3404,323332.0837,1348449.1469999999,SIteid3542
1217354.212,581269.7992,3277632.604,SIteid3545
445153.7819,374741.2403,1782185.165,SIteid3548
1320265.393,966052.3038,3230817.151,SIteid3549
849728.2338,667852.0339,2046772.314,SIteid3551
1442540.49,797409.3856,3375000.42,SIteid3552
589880.3771,542853.1461,1265338.893,SIteid3554
1065537.57,1043020.6020000001,4253433.627,SIteid3556
382986.8003,279920.2216,561468.9693,SIteid3558
1309361.6,1039972.204,3901173.0530000003,SIteid3559
550649.0701,495288.441,1338360.395,SIteid3560
820696.2108,521678.1121,1613230.969,SIteid3562
452363.8936,390089.5024,1796542.789,SIteid3565
1125164.273,904648.3634,3947434.483,SIteid3567
761410.4506,738505.7984,2485449.2709999997,SIteid3570
520869.2729,436789.7564,1165790.096,SIteid3575
312983.1576,257218.4218,1271288.758,SIteid3576
607841.3287,376027.6187,1860456.751,SIteid3578
407771.87,345764.4865,1152977.166,SIteid3588
1160622.2659999998,706241.5523,3401770.421,SIteid3590
1450849.573,1071955.6909999999,5370508.055,SIteid3596
337233.9508,325967.7832,499599.7057,SIteid3597
745641.8483,671681.1233,2559300.825,SIteid3598
811668.2678,639156.0094,2556106.091,SIteid3599
260382.8435,243767.0964,488215.6635,SIteid3607
573560.8182,490744.6696,2392909.73,SIteid3610
1397726.995,1235066.107,3589598.837,SIteid3613
845688.3548,706468.5992,2372644.2090000003,SIteid3615
699922.7757,698384.6867,2684929.565,SIteid3616
646755.6977,518589.653,2299551.751,SIteid3618
609732.3884,516574.8481,1281236.12,SIteid3619
716130.5112,644269.7474,2074620.415,SIteid3622
507116.1568,325496.4112,626520.8591,SIteid3623
695394.6862,486995.4453,1619490.294,SIteid3625
336887.1661,308758.2242,595279.4002,SIteid3628
622146.4614,549668.2469,1180900.456,SIteid3634
940100.5401,736125.6526,2770902.758,SIteid3635
1011190.4890000001,656147.8909,2593823.688,SIteid3637
734394.7320000001,592903.4919,1981174.876,SIteid3648
771608.8225,663268.9275,2974940.253,SIteid3655
349497.1403,320304.9142,966027.2475,SIteid3656
1015132.3879999999,870034.6643,5818285.05,SIteid3658
446212.482,337059.1406,1221327.281,SIteid3659
983880.9606,842967.5223,3909160.252,SIteid3660
188399.8362,152602.3463,934210.0703,SIteid3663
241494.0047,170267.5972,234150.1002,SIteid3665
284608.978,190829.68,423165.1596,SIteid3668
253808.0871,179894.0022,556945.9376,SIteid3669
643351.2278,529976.6907,1780879.4819999998,SIteid3670
1247101.0359999998,952518.635,3538150.53,SIteid3671
361437.8125,339905.5289,910270.3892,SIteid3673
664065.6382,611085.0277,1722829.918,SIteid3674
451962.839,417251.2249,1638845.7130000002,SIteid3678
933733.7891,709754.4299,1762873.061,SIteid3680
487216.5719,416191.9214,1509365.451,SIteid3682
661787.2236,593780.0548,1766602.466,SIteid3683
626965.6672,328230.4471,2101311.545,SIteid3690
630099.024,426115.9067,1924252.4840000002,SIteid3691
577624.1639,501203.8259,1594279.601,SIteid3692
779554.209,607590.2871,1372016.2240000002,SIteid3693
738604.2039,553300.6627,2141633.4930000002,SIteid3697
1208207.368,1202887.11,3429458.288,SIteid3702
489208.4412,349213.9923,1531915.856,SIteid3705
376733.4978,287688.3745,926041.9024,SIteid3706
265324.4625,210467.6095,647767.2597,SIteid3707
674676.8176,574403.7660000001,1821598.167,SIteid3709
845548.7678,643201.1433,2463490.631,SIteid3715
996192.7762,726268.332,2435404.741,SIteid3716
471955.9566,457380.5218,1206979.37,SIteid3717
1188760.068,804835.8632,2653760.3419999997,SIteid3718
221466.3762,207216.0188,386820.1632,SIteid3720
244914.8865,155895.1777,582372.3998,SIteid3722
968759.1098,899526.3445,2189343.792,SIteid3723
210003.5681,193742.83899999998,1084633.838,SIteid3725
1053080.9640000002,809188.2593,3949949.6980000003,SIteid3733
508038.2007,427152.8681,2072717.3469999998,SIteid3734
502532.6082,313412.4389,1049474.973,SIteid3735
640605.25,560075.0508,2210156.022,SIteid3737
788862.7792,627566.9086,2241347.544,SIteid3739
593783.9622,534097.0882,1473513.8530000001,SIteid3741
736216.578,661773.1867,2257833.976,SIteid3742
1020956.34,835587.6142,3317391.1489999997,SIteid3745
390067.7507,377961.1025,1356969.948,SIteid3749
404092.4967,385193.8202,786030.7272,SIteid3754
580847.0914,518602.0185,2287450.116,SIteid3756
430288.3399,357816.2559,1285789.022,SIteid3758
568647.7823,317058.8457,1467126.7319999998,SIteid3760
109164.8336,109051.4007,192092.4959,SIteid3762
418708.9664,412291.0034,964887.5552,SIteid3764
521205.0549,410925.1427,1456824.4840000002,SIteid3770
1176045.241,971774.2387,3174579.0719999997,SIteid3776
963209.5353,605405.1562,3197579.4710000004,SIteid3779
722742.7634,613108.9203,2222452.401,SIteid3783
282251.1915,224158.6328,627934.0558,SIteid3784
802046.378,781029.0672,2582191.8340000003,SIteid3787
536603.3143,401211.6796,1142686.169,SIteid3790
962374.6884,520436.0599,2622666.431,SIteid3791
162421.8639,146491.2793,389381.1275,SIteid3793
368984.8603,283331.4929,1009613.31,SIteid3794
827186.5458,605238.6799,3602015.78,SIteid3795
642777.4551,591032.6202,2326532.412,SIteid3801
373457.2486,361508.2792,1063345.842,SIteid3803
486611.7553,287478.1204,1176426.529,SIteid3804
311074.5376,239634.01,411498.5383,SIteid3811
951916.3195,682313.85,2503951.095,SIteid3812
755827.4329,480876.5446,2559053.933,SIteid3815
763522.8156,539679.815,3117028.943,SIteid3817
656933.3472,467668.6416,2049162.5,SIteid3823
594673.0548,536865.2963,1297441.455,SIteid3824
1330357.9640000002,868062.8228,3254878.897,SIteid3829
441272.5886,250034.3549,771798.5107,SIteid3831
509687.4526,455733.4245,1343444.115,SIteid3832
839125.2593,646070.6257,4004738.48,SIteid3833
439280.8994,438974.5221,1652512.3180000002,SIteid3834
907675.4511,661195.3753,3426992.278,SIteid3839
474153.8618,424617.1571,1943890.231,SIteid3841
183979.9434,159030.6408,311124.9093,SIteid3842
1582963.2519999999,1440786.104,5179238.589,SIteid3844
774738.9959,615062.7566,2007909.908,SIteid3846
555058.3873,347442.7831,1025557.1490000001,SIteid3851
535248.213,356838.5662,1240202.719,SIteid3853
642744.5806,581991.4341,1395433.657,SIteid3856
898798.0037,772576.6611,3612491.6569999997,SIteid3857
354038.3612,203918.01,596895.3719,SIteid3858
232108.9606,188133.7714,578328.5933,SIteid3860
648159.0474,641813.985,1763350.9780000001,SIteid3861
367809.9803,303673.3264,1856823.584,SIteid3863
782635.5051,632545.6677,2517551.043,SIteid3864
1271360.905,813647.4378,4954277.646000001,SIteid3867
747678.6977,456119.9477,332011.724,SIteid3869
138405.5771,133818.0338,245994.3634,SIteid3870
525938.1764,401963.48799999995,1086907.614,SIteid3874
602811.1604,568183.3682,1942513.392,SIteid3877
318108.0512,297063.6842,991775.4092,SIteid3881
833774.0372,618981.0209,1704814.458,SIteid3883
401813.6384,355365.9032,1906466.233,SIteid3884
1327555.7920000001,782393.0625,4053286.773,SIteid3887
1142293.864,1041943.8640000001,3286912.393,SIteid3888
401278.5315,347290.9027,790177.713,SIteid3890
757720.9495,607454.3491,2218018.923,SIteid3898
903296.2293,828105.7363,2578175.715,SIteid3901
227724.5127,207059.5706,778055.786,SIteid3903
210122.3138,178368.9514,1348338.271,SIteid3906
464191.0757,430949.742,813212.8787,SIteid3907
387019.2485,237963.4503,1080712.889,SIteid3914
391561.586,330366.836,1248289.7659999998,SIteid3915
736740.9315,411217.7254,1723418.669,SIteid3917
706135.9918,368877.48299999995,1767024.1830000002,SIteid3918
786990.6257,440657.4006,1858336.101,SIteid3919
514239.9258,374712.7888,1291660.479,SIteid3925
1046602.189,721462.4197,2727521.1960000005,SIteid3931
1537573.91,1043986.911,5367837.56,SIteid3933
839028.4973,662807.3833,2972299.559,SIteid3934
1194902.442,640523.3952,3119311.252,SIteid3936
819025.4158,569231.2837,4583753.845,SIteid3937
153874.4966,125270.5586,428743.8778,SIteid3945
489477.8757,484978.7709,1707767.233,SIteid3952
710913.3397,620474.4326,1908767.3159999999,SIteid3954
250837.2173,234506.8239,531049.2111,SIteid3955
299056.5522,270323.7111,1082203.882,SIteid3956
704079.3297,504532.1048,2358289.4790000003,SIteid3964
476315.6003,366650.8456,961979.0153,SIteid3965
1308288.873,846735.1936,4204919.22,SIteid3966
801947.74,511542.1423,2463572.215,SIteid3967
378772.7001,304972.9869,405808.2335,SIteid3971
650790.6836,532739.3842,1497395.843,SIteid3972
644423.6001,498830.2005,1812852.52,SIteid3976
246749.5743,234477.5175,455085.07200000004,SIteid3977
233645.7431,198699.6921,377454.4761,SIteid3978
991811.0877,687172.9722,3020782.039,SIteid3979
291233.1432,248966.0287,990004.3326,SIteid3980
689636.3623,508398.6113,2912580.893,SIteid3985
166683.5106,109417.3339,112436.9317,SIteid3988
500083.1929,488442.1725,1967418.699,SIteid3989
626770.4641,530066.9059,2056483.2980000002,SIteid3990
1866067.239,1167170.011,4098555.142,SIteid3993
729633.1974,552371.9982,1858061.602,SIteid3994
253501.8866,171312.0345,450898.4975,SIteid3995
1037027.4079999999,849265.3814,3370292.003,SIteid3996
190285.2873,154660.858,83965.15257,SIteid3997
324214.0996,265715.9142,827364.272,SIteid3999
321906.5754,249111.1937,778254.8511,SIteid4000
625846.3979999999,559076.917,2346272.193,SIteid4002
1151469.938,610454.8287,3792133.523,SIteid4003
602902.0512,597747.9384,1720702.529,SIteid4007
1116561.717,776261.0859,3021839.916,SIteid4008
667104.0146,346644.7984,1710076.592,SIteid4011
1469028.273,1272549.51,6715887.878,SIteid4012
422672.3692,320684.3019,955426.3596,SIteid4015
780228.2621,710446.9934,2584041.23,SIteid4016
840860.0090000001,714755.4688,2920740.4310000003,SIteid4017
923404.7439,741896.0634,2678620.128,SIteid4018
619457.5216,473890.1528,1662804.959,SIteid4019
1036215.7590000001,826319.1437,2624308.73,SIteid4020
1168070.506,999183.6393,5054960.392,SIteid4021
1623195.929,1423948.1819999998,7416404.172,SIteid4024
397820.7627,385924.833,1487549.636,SIteid4026
1231554.577,1122958.472,3342641.9460000005,SIteid4027
855661.4041,838555.4038,2291432.715,SIteid4032
492922.8034,459103.4615,1511672.696,SIteid4034
354957.5004,290579.8632,819454.9854,SIteid4035
410265.3154,406273.7434,1544327.406,SIteid4038
976827.1624,728479.9092,2940649.909,SIteid4040
778620.6838,733553.8635,3695059.488,SIteid4041
152982.1967,148112.5633,260538.7475,SIteid4044
840014.6093,789923.2318,3581146.058,SIteid4047
292384.6487,179439.0089,1534603.842,SIteid4050
309203.2499,225806.1554,1299494.385,SIteid4051
479892.4796,298907.155,1066372.4309999999,SIteid4052
636122.9629,572614.2336,1628624.767,SIteid4058
751774.2317,585397.0548,1790585.0990000002,SIteid4059
433511.8455,326065.0723,1003641.692,SIteid4066
428885.166,272553.7401,940072.8165,SIteid4069
163895.5035,157715.1785,786346.8897,SIteid4071
